index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0,10.0,2.0,0.0,0.625,1,0.5362602900823207,0.2761867398979992,0.23049784398275186,0.6779103875160217,0.7862085103988647,0.8320756331661147,0.6954476500957214,0.8793557851398606,0.8970893515647201,0.8259921049916042
1,8.0,1.0,0.0,0.6666666666666666,1,0.5969664138678222,0.2787418655097614,0.2437703141928494,0.6033909916877747,0.7731907963752747,0.8102494876366331,0.5160185832815104,0.5575641830479968,0.8152405257717579,0.6747681949344746
2,2.0,1.0,1.0,1.0,2,0.5861751152073732,0.33118081180811804,0.263594470046083,0.6724004745483398,0.6279893517494202,0.9164984201696209,0.655548722894903,0.7556600990798317,0.8913236982175922,0.8047577350904869
3,1.0,1.0,0.0,0.6666666666666666,1,0.5748930099857347,0.3557142857142857,0.2895863052781741,0.6657370328903198,0.7493472695350647,0.7115201243554335,0.7133359611195443,0.7401245335710108,0.7794703314446594,0.7361127376226619
4,8.0,2.0,1.0,1.0,3,0.5323054331864905,0.3005143277002204,0.22540381791483113,0.6524118185043335,0.7804279923439026,0.896669983637967,0.601778712214485,0.8288556244350415,0.8936754202857121,0.8052449351433013
5,7.0,1.0,0.0,0.5555555555555556,3,0.4938547486033519,0.2385389489377562,0.1757914338919926,0.5916227698326111,0.6185131669044495,0.8412078266670199,0.4849170421065725,0.7505895721456852,0.826335511016418,0.7257624879839238
6,10.0,1.0,0.0,0.5555555555555556,1,0.603258013662638,0.25986322987901106,0.21229637414608513,0.6202875971794128,0.6981898546218872,0.8493058166181887,0.5844779464703729,0.7505226516412272,0.8358539567911472,0.7550400928802341
7,8.0,1.0,1.0,0.8888888888888888,2,0.609225413402959,0.2894507410636443,0.33072236727589205,0.6874080300331116,0.7572103142738342,0.42036869215007755,0.7587852827418305,0.7303089300423821,0.49593605841520955,0.6013497408373749
8,8.0,1.0,1.0,1.0,2,0.5274725274725274,0.2382382382382382,0.2637362637362637,0.6596087217330933,0.6013607978820801,0.5107744312850532,0.6526851326943381,0.7344902277233439,0.236620266217568,0.5336425144800757
9,1.0,2.0,1.0,0.5555555555555556,1,0.5786163522012578,0.30845323741007197,0.265947888589398,0.6207334399223328,0.6660488247871399,0.7429236555899306,0.5391599631330277,0.7197088027530916,0.7634826458011421,0.6913187668192979
10,2.0,2.0,1.0,0.5555555555555556,2,0.6120879120879121,0.2629262926292629,0.23626373626373628,0.6309075355529785,0.6845729351043701,0.3621677415878474,0.5468197250974245,0.729653840747332,0.4075557243725108,0.5115492579512787
11,9.0,1.0,0.0,0.6666666666666666,1,0.541791684526361,0.28914628914628915,0.22288898414059155,0.6641477346420288,0.7011120915412903,0.8970949676366191,0.5589372587543219,0.6946065063604325,0.8629025528442065,0.753385321398895
12,5.0,1.0,1.0,0.625,2,0.6248746238716149,0.3092369477911647,0.279839518555667,0.6956260800361633,0.7305632829666138,0.8631919484068656,0.6391483395175108,0.7986646107932088,0.8520368951545366,0.7882604484680306
13,4.0,2.0,0.0,1.0,3,0.6266540642722117,0.34153263954588453,0.2882797731568998,0.5952678918838501,0.7859987616539001,0.8902950718475424,0.558243885413847,0.7984620400393705,0.8708530304093035,0.7794635069275159
14,2.0,1.0,1.0,1.0,1,0.6147278548559231,0.280982905982906,0.21024546424759874,0.5408326983451843,0.8060657978057861,0.5411713515184081,0.5483178775791411,0.8130812196478538,0.5561447502933639,0.6146787997596918
15,1.0,1.0,0.0,0.5555555555555556,1,0.5533114138093002,0.25199811941701933,0.2235791451385627,0.6246373653411865,0.7637872099876404,0.8374709590834271,0.6240282917130305,0.6878671204693679,0.8020120812014908,0.7378446131168291
16,8.0,1.0,0.0,1.0,2,0.6201448321263989,0.2887277521423863,0.2764976958525346,0.6868236660957336,0.6248876452445984,0.9177275181138468,0.7219417840768962,0.8032601465443839,0.903366825291872,0.8365740685067498
17,8.0,1.0,0.0,0.75,1,0.42394239423942387,0.23243243243243242,0.21782178217821782,0.6298326253890991,0.6587225794792175,0.861611375805898,0.4823757630759308,0.6734035054969401,0.7236668603336904,0.6852643761781148
18,9.0,1.0,0.0,0.8888888888888888,1,0.5857902368293861,0.2960812772133527,0.2252295795070082,0.716831386089325,0.6890159249305725,0.7081695792592071,0.6726834030034271,0.7410389129099378,0.7920307595802417,0.7284806636882035
19,1.0,1.0,0.0,1.0,1,0.5942028985507246,0.30308529945553536,0.2916666666666667,0.6690883040428162,0.6750195026397705,0.28479844372555635,0.5536901444264147,0.555155335088759,0.16690733798212978,0.39013781530571495
20,12.0,2.0,0.0,0.5555555555555556,1,0.619382782891175,0.28401084010840105,0.2523010286951814,0.6872106790542603,0.6976301074028015,0.817040928081902,0.6745568794925213,0.6986922630509197,0.8112032256731568,0.750373324074625
21,2.0,1.0,1.0,1.0,2,0.39332949971247844,0.21301093839953944,0.18631397354801613,0.6420871615409851,0.6198280453681946,0.383877657489071,0.6346200610683613,0.7818515721107491,0.2566711606141726,0.5142551128205884
22,3.0,2.0,1.0,1.0,1,0.528060263653484,0.29702223897474556,0.3231638418079096,0.6719288229942322,0.7125713229179382,0.8590614951785858,0.6828470947841988,0.8123914893211535,0.8147293054161329,0.7922573461750178
23,1.0,1.0,1.0,0.6666666666666666,2,0.6606516290726817,0.33115905669844453,0.2736842105263158,0.646633505821228,0.7201228141784668,0.9141815656843625,0.6698557288420253,0.7901441807611724,0.9045189967756869,0.8196751180158117
24,2.0,2.0,1.0,1.0,1,0.4462629569012547,0.2501365374112507,0.254228041462084,0.6301100850105286,0.6733330488204956,0.6313288050034057,0.5085101916888459,0.5346535511281642,0.39533102065238845,0.517455892118201
25,8.0,2.0,0.0,1.0,2,0.6456783056668575,0.301432664756447,0.25414997137950773,0.6834501028060913,0.655051589012146,0.8462316906087043,0.6135734035829703,0.6392118716815668,0.8485051142926741,0.736880520041479
26,2.0,1.0,0.0,0.6666666666666666,1,0.6295454545454546,0.32081911262798635,0.2284090909090909,0.6901752948760986,0.5822919607162476,0.8960214701837805,0.5062087182152746,0.8107944233460426,0.8840524753639095,0.7742692717772518
27,9.0,1.0,0.0,1.0,3,0.5988826815642458,0.33221476510067116,0.28603351955307266,0.6550213694572449,0.5955563187599182,0.8317136654471076,0.5211736801370376,0.7554146795524816,0.7864942163525421,0.7236990603722924
28,7.0,1.0,1.0,0.7777777777777778,3,0.5319812792511701,0.2529274004683841,0.19500780031201248,0.6383073329925537,0.6990727186203003,0.8998178931427676,0.6293344498065725,0.7751532560764388,0.8664189040740219,0.7926811257749502
29,10.0,2.0,0.0,0.6666666666666666,3,0.6202603282399546,0.3229461756373938,0.2535370684776458,0.6437421441078186,0.6401618719100952,0.8632849148425199,0.5733421775390668,0.7174922133890995,0.8290682228480225,0.7457968821546772
30,2.0,2.0,1.0,0.5555555555555556,1,0.5983918747355057,0.34138077085980517,0.31908590774439266,0.6909041404724121,0.8203046917915344,0.8117223102170159,0.7335019093655984,0.6830540838001096,0.8059782342253418,0.7585641344020164
31,2.0,2.0,1.0,0.7777777777777778,1,0.5734858110969928,0.278083933870284,0.21431596781024992,0.605072021484375,0.7010206580162048,0.8512574072718883,0.518363797378885,0.6728329901475332,0.8307463703369782,0.7183001412838212
32,2.0,1.0,1.0,1.0,2,0.5471319695146409,0.288237655560016,0.22543120738066588,0.6245675086975098,0.7069628834724426,0.9072996732493755,0.46779832991621045,0.742450752259835,0.8960226284250218,0.7533928459626107
33,2.0,2.0,1.0,0.7777777777777778,1,0.6653523903400689,0.31179082387765167,0.24051256776737312,0.6999717354774475,0.7815653681755066,0.9023345763519613,0.5560302139494105,0.6546485212468082,0.8641065377399667,0.7442799623220367
34,9.0,1.0,0.0,0.8888888888888888,2,0.5923820352472996,0.29140580535002847,0.2762933484934622,0.6611946821212769,0.6788691878318787,0.5394172720165867,0.47570896296701304,0.7394976634819374,0.5488868630998553,0.5758776903913481
35,8.0,2.0,1.0,1.0,2,0.44522613065326627,0.2193158953722334,0.24623115577889448,0.6403577327728271,0.7004758715629578,0.12363912340594603,0.5767475473627532,0.6155940223612245,0.29359922045165215,0.402394978395394
36,2.0,1.0,1.0,0.6666666666666666,2,0.595138306789606,0.30285234899328856,0.2640402347024309,0.5904353857040405,0.71602863073349,0.8896729535763018,0.5933470885548814,0.7928740303561274,0.8715128123060462,0.7868517211983391
37,1.0,2.0,1.0,0.5555555555555556,1,0.47451963241436934,0.22658862876254182,0.20133667502088556,0.6185495853424072,0.6381230354309082,0.862839567227452,0.48686349508600474,0.7661779981802455,0.816016344434769,0.7329743512321178
38,8.0,2.0,1.0,1.0,2,0.5877551020408164,0.2992849846782431,0.24285714285714283,0.663636326789856,0.721849262714386,0.8560157428829348,0.6311393071831157,0.5518761707741959,0.8456225363991725,0.7211634393098547
39,1.0,1.0,1.0,0.8888888888888888,2,0.5089863407620417,0.24910007199424045,0.2415528396836808,0.6308877468109131,0.6302353739738464,0.20059053415896097,0.5828039302005148,0.6488330402463718,0.48064407801234976,0.4782178956545493
40,2.0,2.0,1.0,0.5555555555555556,2,0.5607917059377946,0.30377358490566037,0.28086710650329877,0.6932217478752136,0.7617493271827698,0.05438286410888028,0.6820710575290995,0.670593885892084,0.06002527985195769,0.3667682718455053
41,8.0,1.0,0.0,1.0,1,0.6409952606635071,0.302491103202847,0.24170616113744076,0.6374697089195251,0.7105733156204224,0.847007413007204,0.6345134205281885,0.6937046585405733,0.8294451166256394,0.7511676521754014
42,10.0,2.0,0.0,0.5555555555555556,1,0.42918192918192916,0.2205253512522908,0.18742368742368742,0.6089580655097961,0.6367625594139099,0.7314271272707116,0.49060681471712686,0.8084652305145555,0.7367531456135399,0.6918130795289834
43,10.0,2.0,1.0,1.0,1,0.5985953538627768,0.22174148188209844,0.2085359265262021,0.6099095344543457,0.5912324786186218,0.8746333636469801,0.562908584575392,0.7380563528212627,0.8689567008201592,0.7611387504659485
44,8.0,2.0,0.0,1.0,2,0.5672836418209105,0.24336504757135702,0.2221110555277639,0.6739630103111267,0.684655487537384,0.9123063512305879,0.5452007182192932,0.7760177164707884,0.8972456870690333,0.7826926182474256
45,1.0,1.0,0.0,0.8888888888888888,1,0.556390977443609,0.2963311382878645,0.28477443609022557,0.6420933604240417,0.6163880825042725,0.7107304992247229,0.6596258594889729,0.6872722126204974,0.7452021395860585,0.7007076777300629
46,8.0,1.0,1.0,1.0,1,0.33965756594169366,0.17508105604446503,0.18139750115687184,0.633425772190094,0.5948254466056824,0.13695621451204884,0.5789110191772845,0.7999442272705434,0.08593574310001492,0.4004368010149729
47,2.0,1.0,0.0,1.0,0,0.579957356076759,0.2548042704626335,0.23738450604122247,0.6748293042182922,0.6895946860313416,0.8459272006768259,0.7242509474513733,0.7711384395311303,0.8212995948772186,0.7906540456341371
48,2.0,1.0,0.0,1.0,1,0.5575757575757576,0.32457027300303337,0.2606060606060606,0.6531334519386292,0.810664713382721,0.9073857830500507,0.7630894204946909,0.7685564720486835,0.9023659622245974,0.8353494094545056
49,2.0,1.0,1.0,1.0,2,0.6658307210031348,0.33145009416195853,0.28840125391849525,0.6468639969825745,0.6992138624191284,0.8759090234537942,0.5792246291429481,0.60580802761141,0.8678613002574477,0.7322007451164001
