issueArea,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
1.0,0.5765428453815715,0.28209084422861475,0.2534862616352438,0.6538577657479506,0.7057436319497915,0.7305872165695105,0.6267077687420348,0.7322889118913594,0.7081526935693822,0.6994341476930718
2.0,0.540648816799069,0.26845160473008856,0.23889401096102605,0.6459392176734077,0.699951888455285,0.7350507216412794,0.6128855915575022,0.7412425211898682,0.7018990363169285,0.6977694676763946
3.0,0.5390458137707469,0.2716580013510675,0.24509762332772714,0.640304438273112,0.7165070017178853,0.7187439416849446,0.5818772731153071,0.7125098294230854,0.7058495905357761,0.6797451586897783
4.0,0.5472570302615274,0.27382107872195516,0.24323355213842274,0.6394744098186493,0.7132282465696335,0.6833081030607924,0.6318536771683692,0.7216349691029753,0.6601700498052738,0.6742416997843527
5.0,0.5074607945767842,0.24805590852851395,0.23056083187909585,0.6428963005542755,0.719519066810608,0.6782602900130928,0.5824258995277235,0.720088212211146,0.6340794837820862,0.6537134713835122
6.0,0.5637496821991889,0.28472319185456046,0.26661479415305306,0.6602704657448663,0.7055608762635125,0.6955493607040436,0.6515947961762812,0.7114516726501028,0.6807664660485572,0.6848405738947462
7.0,0.5479874717248464,0.2746483378513874,0.24718910708953395,0.640292729650225,0.723057895898819,0.6812274391106437,0.6219893754164778,0.7316542715189266,0.6819324496243544,0.6792008839176006
8.0,0.5782751829272476,0.2856539672191545,0.2530407112763866,0.6513469318548838,0.7010105740332949,0.7580625228164518,0.6160068258755007,0.7394759402574089,0.739903270124017,0.7133621397683446
9.0,0.5746948316188043,0.2856032507266058,0.25870171422557364,0.6548764789476991,0.683817196637392,0.7133979896407852,0.616417926556055,0.7195967403185728,0.6991626725557127,0.6871438322677814
10.0,0.5734084336199702,0.2821632403281462,0.2477786898916109,0.6458998057577345,0.6921566989686754,0.835032463909058,0.5835240966802877,0.7259393931875268,0.8106563838717091,0.7387880844121454
12.0,0.5971837918894854,0.3000985156092258,0.2707024697462485,0.6516658961772919,0.68846595287323,0.6543647452737329,0.633318583619609,0.7349084503645142,0.6606163087327802,0.6708020219976591
13.0,0.4763007079168788,0.24205692492803346,0.21176481202065126,0.632521520058314,0.6945555408795675,0.568761595155071,0.6071838774987954,0.7456923650513966,0.5428638334532904,0.6161254177896384
14.0,0.6150367439231204,0.3237125070741369,0.3120407009609949,0.6872475147247314,0.8070859313011169,0.900519212012728,0.6484260785024241,0.789238763343174,0.8760532015227449,0.8035593138452678
