index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0,10.0,2.0,0.0,0.625,1,0.5440885725583234,0.3078749505342303,0.24041122973507317,0.6343061327934265,0.7633236646652222,0.8556181881132947,0.6133804105714272,0.7412167258633594,0.8401723976817362,0.7625969305574544
1,8.0,1.0,0.0,0.6666666666666666,1,0.5512679162072768,0.23178807947019867,0.23153252480705624,0.6087323427200317,0.7864943146705627,0.8626050620146068,0.468898004995879,0.6120347520091104,0.8504362044784807,0.6984935058745192
2,2.0,1.0,1.0,1.0,2,0.5536136041568257,0.31394799054373523,0.24752007557864902,0.6740482449531555,0.5721301436424255,0.41023978704907993,0.6498812037886623,0.735421039250567,0.44313872073979516,0.5596701877070261
3,1.0,1.0,0.0,0.6666666666666666,1,0.6239067055393586,0.33858727378867487,0.27521865889212827,0.6460455656051636,0.711832582950592,0.8765649834696964,0.570746304097133,0.670726962678634,0.840923147243487,0.7397403493722376
4,8.0,2.0,1.0,1.0,3,0.5330895795246801,0.28466886205634834,0.21206581352833637,0.646223783493042,0.6544305086135864,0.8208800550288274,0.5871648091891026,0.8002621265645287,0.8312280610516419,0.7598837629585251
5,7.0,1.0,0.0,0.5555555555555556,3,0.5129553135561397,0.2818489289740699,0.2530980097634247,0.5866299867630005,0.6444689631462097,0.8054483927884715,0.5661645434183573,0.7410596392039317,0.7849366338352484,0.7244023023115023
6,10.0,1.0,0.0,0.5555555555555556,1,0.4959196484620214,0.2426147077309868,0.2335216572504708,0.6241043210029602,0.7289544939994812,0.7775326207386166,0.7122509340112749,0.7965857015175558,0.8017051563043057,0.7720186031429382
7,8.0,1.0,1.0,0.8888888888888888,2,0.598116169544741,0.28773584905660377,0.27943485086342224,0.6756514310836792,0.658240795135498,0.7922981625834774,0.692664965867345,0.7916419224158013,0.796984477973557,0.7683973822100452
8,8.0,1.0,1.0,1.0,2,0.5756676557863502,0.3230921704658078,0.334322453016815,0.6477910876274109,0.6303737759590149,0.4029257218280182,0.6248786715255025,0.6884312301479328,0.11005665293702399,0.4565730691096193
9,1.0,2.0,1.0,0.5555555555555556,1,0.5280898876404495,0.24461105904404876,0.24344569288389517,0.632643461227417,0.6745861768722534,0.48946359234050246,0.478237156617934,0.7194653134166898,0.507913011089177,0.5487697683660758
10,2.0,2.0,1.0,0.5555555555555556,2,0.6178861788617886,0.26370048833423765,0.22330623306233063,0.6289044618606567,0.6295827627182007,0.9133202502946068,0.5206095683643353,0.7459733496654034,0.9019674805211386,0.7704676622113711
11,9.0,1.0,0.0,0.6666666666666666,1,0.5553182400683468,0.3180846515604959,0.22639897479709525,0.6358229517936707,0.7629374265670776,0.8045025500727317,0.6223052098176018,0.6938538557940213,0.7712946143404589,0.7229890575062035
12,5.0,1.0,1.0,0.625,2,0.5575888051668461,0.27478448275862066,0.2669537136706136,0.6640622615814209,0.73617023229599,0.46798301627430217,0.598435253237629,0.7687750207128474,0.26109478140054726,0.5240720179063314
13,4.0,2.0,0.0,1.0,3,0.6117867165575304,0.32677902621722843,0.25724976613657624,0.5848912596702576,0.7316877841949463,0.8659422308547011,0.5040104136269001,0.834359841015024,0.8533591129919474,0.7644178996221432
14,2.0,1.0,1.0,1.0,1,0.6480386888769478,0.3238300161377085,0.21171413218699622,0.5521819591522217,0.759354829788208,0.5383334960571367,0.5289530649135097,0.641880874984097,0.5612977608047018,0.5676162991898612
15,1.0,1.0,0.0,0.5555555555555556,1,0.6119815668202765,0.33394833948339486,0.2737327188940092,0.625311553478241,0.7562900185585022,0.7242287927735922,0.6135348158446923,0.7192466098299571,0.7078707617675807,0.6912202450539556
16,8.0,1.0,0.0,1.0,2,0.5911528150134049,0.2483221476510067,0.2667560321715817,0.6953255534172058,0.5847477912902832,0.8600853306503095,0.5997875622685911,0.6782125592606731,0.8420825881140678,0.7450420100734103
17,8.0,1.0,0.0,0.75,1,0.2560411311053985,0.16572310859495626,0.1789203084832905,0.6321495771408081,0.9199099540710449,0.688411409294704,0.8275526644413018,0.8128209861484069,0.15838033028121395,0.6217913475414067
18,9.0,1.0,0.0,0.8888888888888888,1,0.5958254269449715,0.31339031339031337,0.25521821631878555,0.6864087581634521,0.6379860639572144,0.9047737210887765,0.5621157207020813,0.8189862759717609,0.8703600661490773,0.789058945977924
19,1.0,1.0,0.0,1.0,1,0.360056258790436,0.2538787023977433,0.2616033755274262,0.665151834487915,0.6596576571464539,0.5104959989576169,0.6953793416814683,0.8209275156420119,0.4435625763529047,0.6175913581585004
