index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0,10.0,2.0,0.0,0.625,1,0.45856590811507086,0.27159432746024925,0.2593387720051524,0.6473706364631653,0.7124207615852356,0.6825797737316966,0.6651023769883594,0.7944495087136121,0.4798348446840856,0.6554916260294384
1,8.0,1.0,0.0,0.6666666666666666,1,0.5884907709011943,0.2619565217391304,0.2269272529858849,0.6144840121269226,0.7392042279243469,0.887658501564491,0.6014217495785219,0.5921654078433599,0.879170489591244,0.7401040371444043
2,2.0,1.0,1.0,1.0,2,0.5998160073597056,0.34530386740331487,0.23551057957681693,0.675492525100708,0.5259767174720764,0.8881816496623678,0.5752957173193719,0.7556473114696362,0.8579777196297333,0.7692755995202774
3,1.0,1.0,0.0,0.6666666666666666,1,0.6212121212121212,0.36989498249708286,0.28787878787878785,0.6480588316917419,0.7145510911941528,0.8665123410338593,0.5837619485895995,0.6581039117576774,0.8153127905478641,0.7309227479822501
4,8.0,2.0,1.0,1.0,3,0.5395894428152493,0.280997798972854,0.2214076246334311,0.646223783493042,0.6971210837364197,0.8721918674920025,0.6212910415068245,0.8321046820406506,0.8017282285940036,0.7818289549083702
5,7.0,1.0,0.0,0.5555555555555556,3,0.5114704776231666,0.2882950696273993,0.2542309138773975,0.5866299867630005,0.6657243371009827,0.8259646160005444,0.588093755001393,0.7322487324114947,0.790556784005262,0.7342159718546736
6,10.0,1.0,0.0,0.5555555555555556,1,0.5401288810779146,0.2510263929618768,0.22847100175746926,0.6179419755935669,0.700931191444397,0.6396346582771404,0.6769359965575426,0.7245470823033464,0.6639207460614924,0.6762596207998806
7,8.0,1.0,1.0,0.8888888888888888,2,0.5524222704266089,0.28530050687907316,0.26174981923355023,0.670027494430542,0.7589307427406311,0.9053733547532684,0.6874043697146687,0.7862766569106282,0.8789895508708591,0.814510983062356
8,8.0,1.0,1.0,1.0,2,0.3945409429280397,0.2537313432835821,0.2779156327543424,0.6399938464164734,0.5123209357261658,0.0741002343875619,0.6771604605648447,0.6553327505647933,0.18804141530248297,0.39865871520492074
9,1.0,2.0,1.0,0.5555555555555556,1,0.5855855855855856,0.2957619477006312,0.25675675675675674,0.6326022148132324,0.7165945172309875,0.8413534402292823,0.5166253152167661,0.6482149264408326,0.8284971864322236,0.7086727170797761
10,2.0,2.0,1.0,0.5555555555555556,2,0.5675977653631284,0.2483221476510067,0.21564245810055865,0.6443060040473938,0.594589114189148,0.860925957651799,0.4240357276158422,0.5484140388234566,0.8206258545684436,0.6635003946648854
11,9.0,1.0,0.0,0.6666666666666666,1,0.4788213627992634,0.29400921658986173,0.23388581952117865,0.6332278251647949,0.7464606165885925,0.6276455079082819,0.5789715306509086,0.6801831014263031,0.5680240498666789,0.6137060474630431
12,5.0,1.0,1.0,0.625,2,0.6051697921946274,0.29731100963977675,0.24835276229092756,0.6645300388336182,0.7080368995666504,0.8922078570573132,0.5886700345452012,0.7289095047416998,0.8893863592460793,0.7747934388975735
13,4.0,2.0,0.0,1.0,3,0.6253547776726585,0.36363636363636365,0.27057710501419113,0.5848912596702576,0.7488932013511658,0.8536034439853193,0.5699644497597222,0.7953169899596046,0.8241707894917619,0.760763918299102
14,2.0,1.0,1.0,1.0,1,0.5160883280757098,0.24257738471257106,0.19936908517350158,0.5475680232048035,0.7625313401222229,0.6892089523895129,0.6051453620667326,0.6946848512594215,0.4243526700450472,0.6033479589401786
15,1.0,1.0,0.0,0.5555555555555556,1,0.5515610217596973,0.26325757575757575,0.22800378429517504,0.6209184527397156,0.6923121809959412,0.8258728763237198,0.640500344165234,0.6662713520802455,0.7825353189097793,0.7287949728697446
16,8.0,1.0,0.0,1.0,2,0.6072607260726073,0.2590879048248512,0.26138613861386134,0.6884127855300903,0.5852565169334412,0.8536996306866272,0.6211981061971624,0.7822758071753477,0.8365596345723371,0.7734332946578686
17,8.0,1.0,0.0,0.75,1,0.2560411311053985,0.16572310859495626,0.1789203084832905,0.6321495771408081,0.9199099540710449,0.688411409294704,0.8275526644413018,0.8128209861484069,0.15838033028121395,0.6217913475414067
18,9.0,1.0,0.0,0.8888888888888888,1,0.5872093023255814,0.2977691561590689,0.2577519379844961,0.7240455150604248,0.7396082282066345,0.8888158263983965,0.629793028069582,0.743461424295429,0.869846716899193,0.7829792489156502
19,1.0,1.0,0.0,1.0,1,0.5869394177812746,0.2915681639085894,0.2612116443745083,0.6680836081504822,0.5837724208831787,0.769368847151948,0.5237523428058134,0.5986559926349042,0.7634553401396439,0.6638081306830773
20,12.0,2.0,0.0,0.5555555555555556,1,0.5892215568862276,0.29856115107913667,0.2802395209580838,0.6762669682502747,0.6919317841529846,0.4940155505918764,0.5748425413362462,0.7156954647208474,0.5684789301021484,0.5882581216877796
