index,issueArea,decisionDirection,partyWinning,voteDistribution,respondentType,rouge1,rouge2,rougeL,bert_f1,align_score,unieval_coherence,unieval_consistency,unieval_fluency,unieval_relevance,unieval_overall
0,10.0,2.0,0.0,0.625,1,0.5507361719060884,0.309836718438869,0.22443294866693195,0.6643098592758179,0.710144579410553,0.8539316654144393,0.6075181137517758,0.6643912620006517,0.843901902723665,0.7424357359726329
1,8.0,1.0,0.0,0.6666666666666666,1,0.6014877789585547,0.2468085106382979,0.2210414452709883,0.6117585301399231,0.8205881714820862,0.8865580655757294,0.5034762828540961,0.7076898524901774,0.8810675391735083,0.7446979350233778
2,2.0,1.0,1.0,1.0,2,0.5766590389016018,0.2977553825011452,0.23066361556064074,0.680622935295105,0.559589147567749,0.8993110933836042,0.5554863138746349,0.7571782668537401,0.8728420698891284,0.771204436000277
3,1.0,1.0,0.0,0.6666666666666666,1,0.6215189873417721,0.34980988593155893,0.2962025316455696,0.6503729820251465,0.7065063118934631,0.6718049344561057,0.6313666526717477,0.6810170398087094,0.6675239736605346,0.6629281501492743
4,8.0,2.0,1.0,1.0,3,0.40692989524576956,0.23387096774193547,0.20628525382755838,0.6511238813400269,0.7212053537368774,0.574119786012298,0.653797657369223,0.8459844503776593,0.4629821835752478,0.634221019333607
5,7.0,1.0,0.0,0.5555555555555556,3,0.4975536319156944,0.2794726930320151,0.20097854723372222,0.601822555065155,0.6412832736968994,0.8859613603556306,0.5496599502988726,0.7835172372045444,0.8669843332226218,0.7715307202704174
6,10.0,1.0,0.0,0.5555555555555556,1,0.581140350877193,0.2524698133918771,0.2587719298245614,0.640305757522583,0.6381217241287231,0.8389216610109629,0.5979724707849945,0.6652223487503052,0.8413427567840092,0.7358648093325679
7,8.0,1.0,1.0,0.8888888888888888,2,0.5680647534952171,0.2888725128960943,0.26637233259749815,0.6837682723999023,0.7641487717628479,0.9004089242746297,0.6581874619789483,0.776001610457729,0.8682245289208514,0.8007056314080396
8,8.0,1.0,1.0,1.0,2,0.5994180407371484,0.32264334305150627,0.30843840931134825,0.6750540137290955,0.6139029860496521,0.5596563056258246,0.6880949932799082,0.689068314867282,0.17134958620227098,0.5270422999938215
9,1.0,2.0,1.0,0.5555555555555556,1,0.5805580558055805,0.31261261261261264,0.2763276327632763,0.6265721917152405,0.7339186668395996,0.7920170502153495,0.5765366581150871,0.818968692873485,0.7965082148977488,0.7460076540254176
10,2.0,2.0,1.0,0.5555555555555556,2,0.4533898305084746,0.21074964639321075,0.2584745762711865,0.6035667061805725,0.7350220084190369,0.8610854854573535,0.5957764244774847,0.7313693903573837,0.25563096426765913,0.6109655661399702
11,9.0,1.0,0.0,0.6666666666666666,1,0.5641677255400254,0.3043662568885121,0.25751800084709864,0.6728193163871765,0.7164795398712158,0.8789167255211833,0.5627990231469766,0.7884651565668136,0.8354142716195445,0.7663987942136294
12,5.0,1.0,1.0,0.625,2,0.5664488017429193,0.27699018538713194,0.261437908496732,0.6617652177810669,0.7408379912376404,0.488976976305865,0.549993026963645,0.7217214211164809,0.35204490978622743,0.5281840835430546
13,4.0,2.0,0.0,1.0,3,0.5040567951318458,0.21725888324873097,0.18356997971602437,0.5956518650054932,0.704787015914917,0.903122724344833,0.5322270280864839,0.6710693277467635,0.8749194306129472,0.7453346276977569
14,2.0,1.0,1.0,1.0,1,0.6383664696399786,0.3033889187735342,0.19451907576571734,0.5570027232170105,0.7493690848350525,0.5018240288282566,0.5658503778197591,0.7085265637637654,0.539756006022675,0.5789892441086141
15,1.0,1.0,0.0,0.5555555555555556,1,0.5933147632311977,0.3159851301115242,0.2943361188486537,0.6239244937896729,0.7817270755767822,0.880815049900362,0.6994346380715569,0.7190988980964518,0.8358722645398533,0.7838052126520559
16,8.0,1.0,0.0,1.0,2,0.4065040650406504,0.2219959266802444,0.2073170731707317,0.7044708132743835,0.66689532995224,0.6325890677161558,0.8271050986943471,0.8215162935404893,0.5214258881178424,0.7006590870172087
